pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,fare_amount
2025-06-23 03:43:52.068301,-73.90268337989481,40.80644410906789,-73.92767366144949,40.80430214308667,4,34.41
2025-07-14 22:59:52.068328,-73.88938981189442,40.76917824555919,-73.88581400411447,40.78468859763644,1,17.33
2025-06-01 06:21:52.068355,-73.87057105500335,40.77117553506655,-73.8929350376119,40.79356447904565,4,31.69
2025-07-01 22:18:52.068383,-73.93933007498866,40.798460158701886,-73.89319074876622,40.82944808178535,4,27.02
2025-05-23 22:31:52.068411,-73.86492725399836,40.82542535443439,-73.88369926538583,40.77781291554866,2,11.0
2025-06-10 06:17:52.068443,-73.87540254744513,40.81194977514076,-73.89516179638044,40.76422552397768,4,15.91
2025-06-08 14:59:52.068471,-73.90914817070642,40.779735504823684,-73.86207448851536,40.78131632018298,1,18.13
2025-05-25 17:43:52.068498,-73.85670619329001,40.793033717750895,-73.88244199080498,40.83495342154879,1,46.59
2025-07-13 08:41:52.068526,-73.85090705235426,40.767066475855,-73.89530367486286,40.758898971485635,1,15.37
2025-06-10 15:41:52.068553,-73.92949981899469,40.75746298143371,-73.86702368797124,40.849169607337245,2,18.02
2025-06-03 06:29:52.068581,-73.91207714150362,40.828269604074414,-73.88938534350666,40.804100289892766,2,21.62
2025-06-02 01:05:52.068608,-73.85735505764103,40.77653874091882,-73.92088557522149,40.84848457439671,3,34.87
2025-06-20 01:43:52.068641,-73.87784034492488,40.76777663878512,-73.92929050818235,40.8438996422086,4,10.32
2025-06-28 13:41:52.068668,-73.9451905356036,40.81916180555693,-73.93476722143373,40.79528137142109,2,47.93
2025-07-20 03:26:52.068696,-73.87184855182487,40.811805167428716,-73.8600544787454,40.76984910746054,1,43.95
2025-06-25 02:20:52.068723,-73.86720591128226,40.81331896260134,-73.8789864568202,40.766488477656516,1,30.97
2025-06-06 14:09:52.068750,-73.87494980752348,40.77288946048466,-73.85626215618358,40.773998936386995,2,35.33
2025-06-07 10:07:52.068778,-73.87004628690805,40.773264553856265,-73.8896708194285,40.821013264056454,2,5.75
2025-06-11 06:01:52.068805,-73.86748673233072,40.77208026297856,-73.9026599118505,40.77729499947315,2,20.25
2025-07-01 03:13:52.068832,-73.93135950132118,40.76737525956623,-73.94402835110292,40.78414252696043,3,40.8
2025-05-23 22:05:52.068860,-73.92643082539351,40.815572367256166,-73.8828357718454,40.79487788039946,1,8.49
2025-05-18 21:59:52.068887,-73.88662414362798,40.83480158852494,-73.89177912402317,40.841323268042146,3,17.7
2025-07-04 05:32:52.068915,-73.85921338695375,40.822431746967666,-73.85097911064123,40.76893934178848,3,31.34
2025-07-18 20:44:52.068942,-73.91838034177036,40.82920936337605,-73.92608412222178,40.75050265526098,4,16.54
2025-05-22 03:15:52.068979,-73.8911693324205,40.79047984290852,-73.89692626447132,40.756009641037814,1,47.03
2025-06-28 19:41:52.069007,-73.8817017936583,40.8154075795372,-73.88490426648819,40.84047663416801,1,10.9
2025-05-24 09:51:52.069035,-73.90480513987009,40.785423624044476,-73.88554088252577,40.81475164648434,2,40.88
2025-07-26 04:02:52.069063,-73.87862175451447,40.80255046219686,-73.89387064570516,40.77730406193278,2,27.86
2025-05-25 12:29:52.069090,-73.86003325547078,40.798163484653486,-73.87230719896728,40.767719250101116,4,38.76
2025-06-18 06:27:52.069118,-73.88758984558181,40.767688714514385,-73.92950187904732,40.779426673663714,3,18.98
2025-05-25 12:06:52.069145,-73.89602189380854,40.78870787603356,-73.87743727997257,40.761479692725125,2,28.15
2025-07-10 17:31:52.069173,-73.90612553246117,40.84638222754823,-73.8880265428567,40.84415329102844,2,43.56
2025-07-09 23:58:52.069200,-73.89225137290939,40.77485802577149,-73.86039248882055,40.82842061743653,1,26.01
2025-06-05 10:33:52.069227,-73.91446375481816,40.763380373627946,-73.86528055609665,40.79623911769126,1,21.19
2025-05-30 09:00:52.069268,-73.91085178897985,40.79185806216239,-73.91848529608674,40.83649626051152,2,29.13
2025-07-20 10:30:52.069296,-73.89681425203119,40.82903377358601,-73.92237626750249,40.77494582042932,1,37.28
2025-05-27 14:11:52.069323,-73.94333808876092,40.808214822977995,-73.85183466761475,40.82171205684722,4,24.96
2025-07-18 09:53:52.069351,-73.92709746090752,40.81809748272382,-73.89727348190847,40.83561324990137,2,47.25
2025-06-12 15:14:52.069378,-73.89571506893866,40.76896948481747,-73.85935790360855,40.78567687116233,1,18.27
2025-05-27 14:39:52.069405,-73.90684718568636,40.811894819300775,-73.93361189762196,40.825746444545075,4,26.4
2025-06-29 17:19:52.069436,-73.91671842140876,40.78235003949115,-73.88571810851998,40.779507234926434,1,39.06
2025-07-20 22:07:52.069464,-73.87694508631907,40.83343033659548,-73.86901398126395,40.7798857135259,1,36.01
2025-06-30 10:54:52.069492,-73.88062823925966,40.812929880601075,-73.85526047504136,40.760705717855416,1,43.86
2025-06-21 07:24:52.069519,-73.93332692400067,40.769885627777526,-73.9162659858983,40.794005804650936,2,49.86
2025-06-14 08:30:52.069547,-73.86213708846266,40.75646166798441,-73.8775018830076,40.822971190649746,3,24.21
2025-06-22 20:34:52.069574,-73.90045763735961,40.7542633209287,-73.89611869909604,40.84402208055713,1,10.0
2025-06-28 13:24:52.069602,-73.8758539088861,40.78714085676501,-73.94393710739335,40.81037969919291,4,6.37
2025-07-25 02:10:52.069629,-73.89268491507427,40.77658511366543,-73.8810000262691,40.83631355377357,2,37.71
2025-06-13 09:46:52.069657,-73.85023073840762,40.81460901234625,-73.88099034417621,40.83224946492902,2,44.33
2025-06-09 22:55:52.069684,-73.87475968799612,40.79993338349786,-73.85693931951535,40.76733430529753,4,14.93
2025-07-25 00:03:52.069712,-73.87930195387565,40.77660192780054,-73.90026875538311,40.798581742891265,1,12.13
2025-06-23 09:48:52.069739,-73.87214280609493,40.76492377779502,-73.92697490792895,40.76169235355254,3,7.8
2025-07-23 05:20:52.069767,-73.93568720144516,40.76271997626875,-73.94554361765513,40.81821531615616,1,42.02
2025-05-27 02:00:52.069794,-73.92954554068305,40.836466039214045,-73.9084357813314,40.844989966824606,4,19.01
2025-06-29 10:34:52.069822,-73.87859359177764,40.77434779684049,-73.91980832999225,40.76370894580788,2,23.08
2025-07-03 20:19:52.069849,-73.90060185128692,40.815171064791095,-73.87389116939761,40.82338831308025,3,27.62
2025-07-17 03:52:52.069880,-73.874536470814,40.83106859279863,-73.9145732235159,40.813223815086786,2,42.78
2025-06-13 22:00:52.069908,-73.93970839692558,40.811408131118476,-73.85509288036852,40.80836050370081,4,34.29
2025-07-18 01:52:52.069936,-73.89635186485154,40.8359565231647,-73.85376897970123,40.789012023468835,1,32.68
2025-06-30 00:38:52.069977,-73.9121178434443,40.78923937215285,-73.88790914097824,40.78551316477538,3,12.91
2025-07-24 09:37:52.070007,-73.90429997807183,40.84562221906489,-73.85713397129851,40.754524918901886,2,28.09
2025-07-08 05:24:52.070035,-73.88960421279275,40.76331450041781,-73.87391456554856,40.7717908708252,2,37.19
2025-06-12 01:53:52.070063,-73.89977116525375,40.760214952965754,-73.89531403590249,40.75151768822868,2,48.8
2025-06-20 14:07:52.070090,-73.89601393628872,40.81586921462075,-73.93196920645772,40.8081417105582,1,14.06
2025-07-11 03:16:52.070117,-73.90136425180044,40.84428311414133,-73.90414020564862,40.76058532358779,3,5.43
2025-07-21 01:06:52.070145,-73.90910448229145,40.83088834616363,-73.89391255366374,40.83730193940297,1,8.39
2025-07-05 16:03:52.070172,-73.87281180194017,40.7576416859438,-73.8636038419265,40.80231430206972,1,21.91
2025-06-02 06:55:52.070201,-73.9487796927682,40.77793677139347,-73.90186666234644,40.81996899090587,1,41.92
2025-06-20 14:02:52.070229,-73.89015572987948,40.84303188848378,-73.86023253273221,40.79108570918405,4,5.32
2025-05-25 23:23:52.070339,-73.89344916526771,40.77530584328008,-73.88256510209766,40.80605798090011,4,25.55
2025-07-02 09:56:52.070367,-73.8783820925267,40.82811704237869,-73.93630009369464,40.84426591769666,4,19.82
2025-06-03 03:25:52.070395,-73.89009706352228,40.83251321959287,-73.85050186306749,40.75827340396237,3,7.36
2025-06-01 14:43:52.070423,-73.8673201172191,40.799545210346096,-73.89727673392461,40.77539377719237,1,25.26
2025-05-20 23:04:52.070450,-73.8540925205436,40.78863489098483,-73.91081417035909,40.82799883269105,1,16.46
2025-05-29 02:07:52.070477,-73.91574757428215,40.79501244324197,-73.88408862355305,40.75987372068827,4,20.83
2025-06-12 21:23:52.070505,-73.927264901697,40.77269646943654,-73.9391106686019,40.757566110390414,1,36.75
2025-07-19 06:13:52.070536,-73.90764031375795,40.838939091612886,-73.88634613532467,40.78615413987541,1,28.47
2025-07-09 20:00:52.070564,-73.92120703835243,40.79506196567298,-73.90017639995007,40.759216795847244,2,10.61
2025-06-07 20:26:52.070591,-73.88850497368473,40.83824594404561,-73.90933259300014,40.80850784422062,1,48.26
2025-05-19 19:20:52.070619,-73.8588147591157,40.760569347990625,-73.85469799788211,40.77262752508166,2,33.62
2025-07-21 05:48:52.070646,-73.9360883805857,40.84882752710001,-73.8977460283268,40.839569796319935,1,39.46
2025-06-01 19:09:52.070673,-73.93992053969842,40.794327308744364,-73.92808825205302,40.82835000808453,3,8.56
2025-07-07 22:32:52.070701,-73.92439844681464,40.75478308203941,-73.90410365206228,40.81997052060995,4,7.12
2025-06-20 01:46:52.070729,-73.87739044139376,40.75380218482375,-73.85806125954274,40.81169440273845,2,5.88
2025-05-30 06:30:52.070757,-73.89070370947412,40.82462072574818,-73.93239045286694,40.83634657303415,4,13.5
2025-05-19 06:12:52.070784,-73.93977873357748,40.81590355342037,-73.92860429613118,40.772306206154276,2,23.65
2025-07-22 01:48:52.070811,-73.85812494777393,40.830213055812756,-73.9486970432243,40.83731088427642,2,47.11
2025-05-24 16:36:52.070839,-73.87099153628759,40.76053675339528,-73.94858099506042,40.82894922984241,2,25.57
2025-07-26 17:32:52.070866,-73.94769773952125,40.75355708670355,-73.86706083730415,40.82481608263877,3,18.06
2025-05-27 10:04:52.070894,-73.88486327890118,40.80085792894476,-73.8767877393157,40.80612556780749,1,30.29
2025-05-26 20:01:52.070922,-73.87287533314803,40.78875952314828,-73.9144958943548,40.77462441609706,2,10.04
2025-07-10 14:39:52.070950,-73.91255646302795,40.7961946936671,-73.88016888427724,40.79235479159919,3,32.43
2025-06-21 17:02:52.070977,-73.94310784606328,40.84915884088703,-73.91047940736901,40.82935706545388,2,30.58
2025-06-22 03:23:52.071005,-73.94226789345113,40.847074995767066,-73.85471032040022,40.75317784843573,1,40.64
2025-06-19 04:30:52.071033,-73.93957530339482,40.84423153896732,-73.8532947318574,40.82820507692637,2,49.4
2025-05-26 19:19:52.071060,-73.86595603680196,40.82838426767677,-73.91072062241906,40.774007074048754,3,16.29
2025-07-14 06:37:52.071091,-73.85893138017443,40.78548413602569,-73.86457780936591,40.76443092007216,1,27.93
2025-06-01 01:42:52.071119,-73.93771892181543,40.79121309302628,-73.87269109583026,40.76157013181803,3,45.9
2025-06-06 22:28:52.071147,-73.92640939654049,40.80496160437189,-73.91900000628283,40.75272500119508,1,40.33
2025-06-17 22:54:52.071174,-73.93344794896328,40.83305344564048,-73.9267960171099,40.802358648522144,1,26.93
2025-06-10 04:44:52.071201,-73.93136791205059,40.756871283251826,-73.90417653496073,40.771825987269374,4,47.54
2025-07-03 09:11:52.071229,-73.86625092109975,40.79242968858849,-73.87186511593856,40.84894317657796,4,7.58
2025-06-18 02:38:52.071260,-73.91678535873451,40.758261766345925,-73.85398322152713,40.80744367558722,4,46.89
2025-06-13 09:15:52.071288,-73.91885557359544,40.80146575865735,-73.87364209311335,40.7637885269356,1,7.27
2025-05-31 02:44:52.071316,-73.9272604379123,40.83989008240062,-73.86447930149816,40.81887625408114,2,29.63
2025-06-04 11:28:52.071343,-73.88921056062058,40.828248492456396,-73.88969356938296,40.83977435665097,3,45.07
2025-05-22 23:52:52.071371,-73.91206943016145,40.77278424175431,-73.86645921691579,40.82451794953696,3,16.82
2025-07-11 09:19:52.071398,-73.87557503481567,40.84759908495988,-73.87155791419966,40.75764398610394,3,26.25
2025-06-26 14:33:52.071425,-73.92944201916244,40.81673503980464,-73.91230144580737,40.83958841811926,4,19.59
2025-06-12 09:34:52.071453,-73.87122101112855,40.75104276993974,-73.89480096978794,40.829392938586,1,47.85
2025-06-27 07:41:52.071481,-73.88962784682698,40.77554134846852,-73.86952468780103,40.765830390010564,4,42.06
2025-06-22 18:58:52.071509,-73.93857326999444,40.77607132999199,-73.94539432658101,40.755178588873285,2,36.91
2025-07-25 00:05:52.071536,-73.90854954157965,40.756925430628584,-73.86919207176442,40.80573105753143,1,31.44
2025-05-21 21:35:52.071564,-73.8636481859387,40.845982651807596,-73.9322111875951,40.765603581133995,3,41.93
2025-05-21 17:19:52.071592,-73.85770397682015,40.79782552945759,-73.89853163828786,40.83345909525953,4,22.65
2025-06-08 20:15:52.071619,-73.90342998776812,40.83958145973719,-73.86917245604441,40.78583346566717,4,25.14
2025-07-08 20:39:52.071647,-73.9019163021911,40.78222155034446,-73.92461789218433,40.84128924447366,2,37.85
2025-06-22 21:33:52.071674,-73.85815452750607,40.762523357043285,-73.92541925606939,40.8065688172141,2,21.1
2025-06-27 01:17:52.071701,-73.89129317758635,40.79743361099062,-73.90972356015378,40.76826723842397,4,7.88
2025-07-11 17:04:52.071729,-73.94671533297566,40.76139566347143,-73.86053572024224,40.76395988673598,2,8.35
2025-07-14 08:11:52.071760,-73.85872505371209,40.798601550297754,-73.94995572185628,40.807647243755774,3,10.19
2025-07-08 17:53:52.071788,-73.92517735572429,40.84202971812194,-73.8598616903358,40.82618836118625,2,44.14
2025-06-04 06:12:52.071816,-73.89223680459085,40.80207681418342,-73.93461929753585,40.82815056477422,2,26.25
2025-07-15 23:11:52.071844,-73.9334486682572,40.81164997268951,-73.85099136239326,40.77757574044413,4,37.08
2025-07-11 14:42:52.071871,-73.94661208397534,40.76566384369738,-73.85451530069615,40.77042467589121,4,22.68
2025-06-26 03:16:52.071898,-73.91885268288672,40.754373562588,-73.90053248104087,40.75167563044924,1,16.64
2025-07-10 08:42:52.071926,-73.87195042924539,40.76108079621798,-73.89872797521873,40.817919915120115,1,20.62
2025-07-05 23:38:52.071953,-73.92224128273706,40.80985315756843,-73.90184506597242,40.757656825843355,4,40.74
2025-06-10 10:56:52.071981,-73.92799027859189,40.75950116989923,-73.88645563543405,40.792076120176596,2,33.13
2025-06-14 06:05:52.072008,-73.92873192156588,40.78759928899413,-73.94092782977651,40.81016821640183,2,47.19
2025-07-22 04:02:52.072036,-73.89848263175932,40.805009194045816,-73.94673820516584,40.84371089449197,1,35.59
2025-05-23 10:31:52.072063,-73.85244586843173,40.78886527986298,-73.94422970715841,40.78118021369558,1,30.66
2025-06-18 16:02:52.072091,-73.90410110119831,40.76636838014653,-73.90556346507586,40.77497721624465,1,32.46
2025-07-20 07:04:52.072118,-73.894269463111,40.77737913075141,-73.92244520607805,40.81541601542861,3,47.41
2025-06-16 13:25:52.072146,-73.86393679821093,40.842831753284855,-73.8877960437629,40.81192390320536,3,40.47
2025-07-11 14:59:52.072173,-73.89649302810663,40.81759822755863,-73.85075577106252,40.783210978330814,1,6.08
2025-07-23 00:48:52.072201,-73.93155371285812,40.79960478386799,-73.91136768269236,40.84281018355098,2,29.04
2025-05-22 00:02:52.072228,-73.92004040882335,40.75127148899869,-73.89261587458955,40.834486232748965,1,35.98
2025-07-24 06:30:52.072264,-73.91900630737314,40.84924154004895,-73.90843961040927,40.772398254586506,3,38.69
2025-05-20 03:54:52.072292,-73.91026818845424,40.81714549348946,-73.86527283322782,40.77391425454345,2,14.59
2025-05-19 18:00:52.072320,-73.90732110946632,40.7816922477345,-73.85977635965378,40.80123003468871,3,44.02
2025-07-17 11:13:52.072347,-73.87002179779257,40.83792686599978,-73.86226443877948,40.82735721017307,2,48.01
2025-06-10 21:39:52.072375,-73.91506130009508,40.77584316202918,-73.85256277613207,40.75440403793885,3,15.65
2025-07-02 17:32:52.072406,-73.90317681715587,40.80440165791828,-73.94724808148597,40.81933351537347,2,44.72
2025-06-05 19:28:52.072434,-73.8875024012949,40.81360707637298,-73.86601838378544,40.81482358973821,2,9.36
2025-05-22 21:41:52.072462,-73.91222740525599,40.772106337145374,-73.8748227826961,40.773148009591296,2,7.51
2025-06-14 10:51:52.072489,-73.86634351867077,40.84783972788006,-73.92713055905996,40.81813530132413,2,10.82
2025-05-21 07:39:52.072517,-73.8912546395766,40.8248191905979,-73.85436799066125,40.84401831912521,4,7.6
2025-06-09 01:38:52.072548,-73.92059553207791,40.805781322551105,-73.93518220717701,40.75467858449718,3,43.03
2025-06-19 02:34:52.072576,-73.87859408002102,40.76805945981753,-73.8820450072866,40.781965205529204,3,7.66
2025-06-21 10:53:52.072603,-73.89723522698553,40.7553858206998,-73.92751097831841,40.79381767166664,4,17.22
2025-06-24 12:42:52.072631,-73.89655441087427,40.7820059832521,-73.90686193512259,40.83992603589247,2,9.67
2025-06-29 13:05:52.072659,-73.90189120516125,40.82531873359134,-73.87808401030554,40.84622614466092,2,18.29
2025-06-13 19:35:52.072686,-73.90029880511788,40.776933129830205,-73.8936675357967,40.79441152464963,3,9.08
2025-05-30 02:07:52.072714,-73.87346437189338,40.80395562204955,-73.90724981686719,40.82500284121422,4,35.06
2025-06-20 06:05:52.072741,-73.93970185206688,40.82279471767308,-73.91736615690681,40.80316610237645,2,11.0
2025-06-11 12:20:52.072768,-73.91656371886896,40.76079437146465,-73.86603403442912,40.80377829347414,2,43.33
2025-05-25 17:44:52.072796,-73.94244966361961,40.81852980161159,-73.93561856496852,40.77780995150663,2,41.77
2025-07-10 10:34:52.072824,-73.87467537792526,40.75918708877101,-73.90698971234703,40.771695624586386,1,5.61
2025-06-10 05:26:52.072851,-73.92276981452797,40.8465129742127,-73.85962424282249,40.778800534592406,4,45.31
2025-05-28 10:02:52.072879,-73.86025695901812,40.79883941300649,-73.865415044954,40.80563280072571,2,6.3
2025-05-23 02:34:52.072906,-73.89734215333408,40.76506761077099,-73.9099058237527,40.75291551860221,1,15.78
2025-07-08 07:22:52.072934,-73.86992502285139,40.78423836360336,-73.87368916363987,40.84072489443564,4,6.46
2025-05-22 10:49:52.072961,-73.85210685643841,40.791341644929524,-73.86768391692911,40.76562837095498,2,20.11
2025-07-26 06:44:52.072988,-73.86602111405435,40.825818501107655,-73.86111125759965,40.77200886768714,3,28.12
2025-05-25 07:34:52.073016,-73.86330062399885,40.82434237860766,-73.89554942309508,40.80182761764476,1,40.85
2025-06-30 01:15:52.073043,-73.90920155046352,40.811194050533736,-73.92955391139454,40.82101147663373,1,20.21
2025-07-21 17:46:52.073071,-73.89482774047407,40.76059307125585,-73.92446909234961,40.75957290547444,2,36.75
2025-06-18 04:58:52.073098,-73.92461114359567,40.765156937158764,-73.92043053259584,40.781769469754714,2,13.44
2025-06-24 10:21:52.073126,-73.93038869003065,40.75937569206456,-73.89061975191905,40.846867460557434,1,38.78
2025-05-27 09:26:52.073153,-73.8994492120894,40.80771727832875,-73.94671903758714,40.7762342966781,3,15.62
2025-06-21 13:19:52.073181,-73.89049510202996,40.83771384415114,-73.886395753122,40.781305014506316,3,11.46
2025-07-08 14:29:52.073209,-73.91607287541038,40.793380051225476,-73.91356457615719,40.8336498490618,4,13.34
2025-05-27 03:23:52.073239,-73.89305564822365,40.76608481739577,-73.92047581975103,40.75502144316904,2,13.19
2025-06-12 14:44:52.073267,-73.86125395174865,40.805804232514895,-73.86205034292719,40.796461316880894,3,28.08
2025-06-07 22:31:52.073295,-73.89432784152167,40.83117522168657,-73.90399976044192,40.787961676445164,4,43.02
2025-06-20 07:16:52.073323,-73.87791869036896,40.82417120615129,-73.94049469544673,40.78165867599086,3,8.58
2025-05-19 11:12:52.073351,-73.86946850326422,40.8381450779675,-73.86732532319738,40.77856995940448,2,36.81
2025-07-18 01:30:52.073378,-73.85112712180445,40.777790209724884,-73.94523587425635,40.75913741048604,4,34.45
2025-07-09 06:36:52.073405,-73.88968025978231,40.76939538672678,-73.87732507758318,40.78148258293516,4,44.26
2025-07-01 01:41:52.073437,-73.86931498510374,40.837981648594194,-73.87260937782294,40.75430524027157,4,15.99
2025-06-09 17:55:52.073465,-73.85373506814452,40.8157560312778,-73.91473973940711,40.82809638636444,3,25.25
2025-06-20 16:55:52.073492,-73.85555902744227,40.78109289300075,-73.86752121437222,40.7898227793958,2,46.66
2025-06-11 05:25:52.073520,-73.93589181512223,40.82423480505725,-73.89843405941436,40.79439038323199,4,34.7
2025-05-26 00:53:52.073548,-73.90936076917265,40.83151183844804,-73.90367063467272,40.83935945864501,1,22.49
2025-07-02 18:40:52.073575,-73.91760099388932,40.81149782403411,-73.94545967185313,40.81580549838612,2,10.91
2025-05-31 21:15:52.073602,-73.94130749850497,40.81878841098799,-73.92099708063512,40.750805910334215,1,16.81
2025-07-11 03:07:52.073630,-73.8866759225089,40.787525990444266,-73.85689900291148,40.84431748229613,1,31.15
2025-07-09 09:14:52.073658,-73.8764095386804,40.803869566734306,-73.91081760367165,40.77371444659777,4,37.32
2025-05-23 00:34:52.073686,-73.86518719045331,40.802415917072615,-73.89532994794433,40.76076141847599,4,10.6
2025-06-27 15:11:52.073713,-73.93772231103374,40.83480477911308,-73.89679783210158,40.82681281783809,3,31.98
2025-05-28 00:16:52.073741,-73.86235559241247,40.83399639802822,-73.89095689101774,40.80004773158667,3,29.77
2025-06-20 23:55:52.073768,-73.88570744363858,40.833268046934705,-73.94386690443568,40.7933770566018,3,28.13
2025-07-15 23:10:52.073796,-73.87960538648615,40.751103161426244,-73.91378237452012,40.774950307968275,2,36.06
2025-05-24 01:12:52.073824,-73.85893759964597,40.82495454844689,-73.87768717261174,40.80474714898623,3,42.69
